"Sample Type","Lab No","Test ID","Date Recd","Date Rept","Beginning Depth","Ending Depth","Soil pH 1:1","Wdrf Buffer","1:1 Electrical Conductivity, mmho/cm","Excess Lime","Organic Matter, % LOI","Soil Respiration, ppm CO2-C","H2O Total Org. C, ppm C","H2O Total N, ppm N","H2O Org. N, ppm N","H3A Nitrate, ppm NO3-N","H3A Ammonium, ppm NH4-N","H3A Inorganic N, ppm N","H3A Total Phosphorus, ppm P","H3A Inorganic Phosphorus, ppm PO4-P","H3A Organic Phosphorus, ppm P","H3A Potassium, ppm K","H3A Calcium, ppm Ca","H3A Magnessium, ppm Mg","H3A Sodium, ppm Na","H3A Sulfur, ppm S","H3A Zinc, ppm Zn","H3A Iron, ppm Fe","H3A Manganese, ppm Mn","H3A Copper, ppm Cu","H3A Aluminum, ppm Al","Microbially Active C, %","H2O Org. C:Org. N ","H2O Org. N:H3A Inorg. N","Organic N Release, ppm N","Organic N Reserve, ppm N","Organic P Release, ppm P","Organic P Reserve, ppm P","Soil Health Score","Available N, lbs/A","Available P, lbs/A","Available K, lbs/A","Nutrient Value, $","Traditional Test N, lbs/A","Haney Test N, lbs/A","N Difference, lbs/A","N Savings, $","Cover Crop Mix","Past Crop","Crop 1","YG 1","Nitrogen Rec 1","P205 Rec 1","K2O Rec 1","Magnesium Rec 1","Sulfur Rec 1","Zinc Rec 1","Iron Rec 1","Manganese Rec 1","Copper Rec 1","Lime Rec 1","Crop 2","YG 2","Nitrogen Rec 2","P205 Rec 2","K2O Rec 2","Magnesium Rec 2","Sulfur Rec 2","Zinc Rec 2","Iron Rec 2","Manganese Rec 2","Copper Rec 2","Lime Rec 2","Crop 3","YG 3","Nitrogen Rec 3","P205 Rec 3","K2O Rec 3","Magnesium Rec 3","Sulfur Rec 3","Zinc Rec 3","Iron Rec 3","Manganese Rec 3","Copper Rec 3","Lime Rec 3"
"SOIL HEALTH","50346","N/A","10/12/2020","10/17/2020","0","12","8.2","","1.3","HIGH","0.5","8.3","57","52.1","4.9","46.7","0.8","47.5","19","16.8","2.4","51","2949","126","425","92.9","0.02","3.1","2.8","0.11","11.2","14.6","11.67","0.10","2.84","2.04","1.02","1.32","2.46","181.2","41.0","61.3","162.59","168.1","181.2","13.0","8.34","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50347","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.5","HIGH","0.6","14.4","37","44.5","2.1","41.6","1.1","42.7","25","22.8","2.0","57","2883","135","464","105.7","0.02","3.3","5.6","0.13","13.5","38.5","18.01","0.05","2.08","0.00","2.02","0.00","2.40","161.0","57.1","68.2","159.40","149.8","161.0","11.3","7.20","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50348","N/A","10/12/2020","10/17/2020","0","12","8.2","","1.6","HIGH","0.6","16.0","43","26.0","3.1","22.1","1.2","23.3","27","24.9","2.1","69","2897","130","556","201.1","0.02","3.7","6.1","0.12","14.8","37.2","13.73","0.14","3.13","0.00","2.11","0.00","2.77","95.0","62.1","83.1","126.57","79.6","95.0","15.4","9.87","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50349","N/A","10/12/2020","10/17/2020","0","12","8.2","","1.1","HIGH","0.5","10.3","31","40.8","3.1","36.9","0.9","37.8","22","20.1","2.0","60","2899","126","366","73.3","0.01","3.4","4.0","0.11","12.2","33.3","10.11","0.08","3.06","0.00","1.98","0.00","1.95","147.1","50.8","71.6","149.74","132.8","147.1","14.2","9.11","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50350","N/A","10/12/2020","10/17/2020","0","12","8.2","","1.3","HIGH","0.6","9.5","28","49.7","1.9","46.8","0.9","47.7","18","15.6","2.7","58","2970","123","428","95.6","0.02","3.2","3.7","0.09","12.7","34.1","14.72","0.04","1.89","0.00","2.67","0.00","1.70","178.6","42.0","69.5","165.42","168.5","178.6","10.1","6.45","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50351","N/A","10/12/2020","10/17/2020","0","12","8.4","","0.9","HIGH","0.4","10.8","24","28.3","2.0","25.7","1.3","27.0","24","21.9","2.1","59","2747","124","352","51.8","0.02","3.6","3.3","0.09","14.5","44.7","11.87","0.08","2.04","0.00","2.05","0.00","1.77","104.6","55.1","70.9","123.91","92.5","104.6","12.1","7.76","70% Legume 30% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50352","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.4","HIGH","0.5","8.4","22","71.0","1.9","68.6","0.9","69.5","26","23.4","3.0","58","2896","127","418","101.0","0.02","3.5","3.6","0.12","14.4","38.5","11.47","0.03","1.90","0.00","2.95","0.00","1.47","256.9","60.6","69.6","222.80","247.0","256.9","9.9","6.34","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50353","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.2","HIGH","0.5","10.9","29","60.8","2.4","57.6","1.4","59.0","27","24.2","3.3","68","2938","130","365","86.6","0.01","3.1","4.2","0.10","11.7","37.8","12.13","0.04","2.38","0.00","3.28","0.00","1.90","221.0","63.2","81.5","206.79","207.4","221.0","13.6","8.70","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50354","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.3","HIGH","0.5","10.8","25","66.9","2.6","63.7","1.0","64.7","25","23.1","2.4","65","2953","127","372","95.5","0.03","3.3","4.2","0.10","12.7","43.3","9.56","0.04","2.61","0.00","2.36","0.00","1.84","242.5","58.6","77.5","216.77","229.3","242.5","13.1","8.41","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50355","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.3","HIGH","0.5","12.4","34","59.4","2.2","56.4","1.3","57.7","30","27.2","2.4","73","2661","125","338","96.7","0.02","3.3","5.2","0.11","13.3","36.0","15.51","0.04","2.22","0.00","2.40","0.00","2.15","215.5","68.1","87.8","208.40","203.0","215.5","12.5","8.00","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50356","N/A","10/12/2020","10/17/2020","0","12","8.2","","1.2","HIGH","0.4","8.0","21","27.3","1.9","24.8","1.0","25.8","25","23.4","2.0","56","2573","110","412","103.2","0.02","2.8","3.1","0.08","12.1","37.6","11.08","0.08","1.92","0.00","2.00","0.00","1.42","99.6","58.4","67.6","120.36","89.3","99.6","10.4","6.63","70% Legume 30% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
