Zip,Date Recd,Date Rept,Lab No,1:1 Soil pH,WDRF Buffer,1:1 Soluble Salt,Excess Lime,Organic Matter,CO2-C,H2O Total N,H2O Organic N,H2O Total Organic C,H3A Nitrate,H3A Ammonium,H3A Inorganic Nitrogen,H3A Total Phosphorus,H3A Inorganic Phosphorus,H3A Organic Phosphorus,H3A ICAP Potassium,H3A ICAP Calcium,H3A ICAP Aluminum,H3A ICAP Iron,H3A ICAP Sulfur,H3A ICAP Zinc,H3A ICAP Manganese,H3A ICAP Copper,H3A ICAP Magnesium,H3A ICAP Sodium,% MAC,Organic C:N,Organic N:Inorganic N,Organic N Release,Organic N Reserve,Organic P Release,Organic P Reserve,Soil Health Calculation,Available N,Available P,Available K,Nutrient Value,Traditional N,Haney Test N,Lbs N Difference,N savings,Past Crop,Crop 1,YG 1,Nitrogen Rec 1,P205 Rec 1,K2O Rec 1,Magnesium Rec 1,Sulfur Rec 1,Zinc Rec 1,Iron Rec 1,Manganese Rec 1,Copper Rec 1,Lime Rec 1,Crop 2,YG 2,Nitrogen Rec 2,P205 Rec 2,K2O Rec 2,Magnesium Rec 2,Sulfur Rec 2,Zinc Rec 2,Iron Rec 2,Manganese Rec 2,Copper Rec 2,Lime Rec 2,Crop 3,YG 3,Nitrogen Rec 3,P205 Rec 3,K2O Rec 3,Magnesium Rec 3,Sulfur Rec 3,Zinc Rec 3,Iron Rec 3,Manganese Rec 3,Copper Rec 3,Lime Rec 3,Beta Glucosidase ppm pNP g-1 soil h-1,Urease ppm NH4-N g-1 soil h-1,Phosphodiesterase ppm pNP g-1 soil h-1,Dehydrogenase ppm INTF g-1 soil h-1,Fluorescein Diacetate Hydrolysis ppm fluorescein g-1 soil 3h-1,Beta Glucosaminidase ppm pNP g-1 soil h-1,Phosphomonoesterases (Acid) ppm pNP g-1 soil h-1,Phosphomonoesterases (Alkaline) ppm pNP g-1 soil h-1,Arylsulfatase ppm pNP g-1 soil h-1,Enzyme Soil Moisture %,Beginning Depth,Ending Depth,Cover Crop Mix,Cover crop mix,Sample Type,Test ID,Soil pH 1:1,Wdrf Buffer,"1:1 Electrical Conductivity, mmho/cm","Organic Matter, % LOI","Soil Respiration, ppm CO2-C","H2O Total Org. C, ppm C","H2O Total N, ppm N","H2O Org. N, ppm N","H3A Nitrate, ppm NO3-N","H3A Ammonium, ppm NH4-N","H3A Inorganic N, ppm N","H3A Total Phosphorus, ppm P","H3A Inorganic Phosphorus, ppm PO4-P","H3A Organic Phosphorus, ppm P","H3A Potassium, ppm K","H3A Calcium, ppm Ca","H3A Magnesium, ppm Mg","H3A Sodium, ppm Na","H3A Sulfur, ppm S","H3A Zinc, ppm Zn","H3A Iron, ppm Fe","H3A Manganese, ppm Mn","H3A Copper, ppm Cu","H3A Aluminum, ppm Al","Microbially Active C, %",H2O Org. C:Org. N ,H2O Org. N:H3A Inorg. N,"Organic N Release, ppm N","Organic N Reserve, ppm N","Organic P Release, ppm P","Organic P Reserve, ppm P",Soil Health Score,"Available N, lbs/A","Available P, lbs/A","Available K, lbs/A","Nutrient Value, $","Traditional Test N, lbs/A","Haney Test N, lbs/A","N Difference, lbs/A","N Savings, $","H3A Magnessium, ppm Mg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53959,6/22/2022,6/24/2022,9196.0,6.9,,0.28,NONE,4.3,48.9,46.48,21.7,210.0,19.4,4.58,24.0,69.3,63.0,6.3,73.0,623.0,111.0,79.0,7.69,2.51,5.0,0.61,235.0,22.0,23.3,9.7,0.88,20.2,1.5,4.4,1.9,11.3,106.0,155.0,87.6,225.4,46.6,106.0,59.5,61.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53959,6/22/2022,6/24/2022,9197.0,7.3,,0.68,NONE,3.4,24.7,92.42,12.45,139.0,72.1,4.26,76.4,24.8,22.5,2.3,92.0,693.0,117.0,49.0,12.1,3.21,10.2,0.84,215.0,40.0,17.8,11.2,0.16,8.87,3.6,1.2,1.1,6.5,204.6,54.5,110.2,292.9,173.0,204.6,31.5,32.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/15/2021,3/17/2021,339.0,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOYBEANS,GRASS/LEGUME T/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,GRASS/LEGUME T/A,5.0,20.0,15.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,40% Legume 60% Grass,,SOIL HEALTH,100.0,7.3,,0.21,2.3,94.06,139.48,15.8,13.27,2.11,0.55,2.66,24.37,20.4,3.97,133.41,640.95,90.79,23.74,4.65,1.85,45.86,3.71,0.13,118.19,67.44,10.52,5.23,13.27,0.0,3.97,0.0,13.52,28.21,56.04,160.1,126.36,3.79,28.21,24.42,21.22,
,3/15/2021,3/17/2021,340.0,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOYBEANS,GRASS/LEGUME T/A,3.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,GRASS/LEGUME T/A,5.0,15.0,35.0,0.0,0.0,6.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,20% Legume 80% Grass,,SOIL HEALTH,100.0,7.2,,0.24,1.5,233.46,152.64,17.8,14.37,2.72,0.8,3.52,12.89,9.09,3.8,183.98,537.33,80.39,23.47,4.0,1.76,58.5,3.63,0.15,123.88,152.95,10.62,4.19,14.37,0.0,3.8,0.0,21.17,32.94,29.64,220.77,149.43,4.9,32.94,28.04,23.31,
45697,4/13/2022,4/15/2022,2609.0,6.9,,0.2,NONE,1.9,28.45,33.07,10.0,101.59,21.9,1.44,23.34,5.55,4.36,1.19,30.99,493.15,145.66,62.22,2.17,0.28,6.89,0.43,135.08,6.15,28.0,10.16,0.43,10.0,0.0,1.0,0.19,5.88,60.02,12.32,37.19,86.68,39.42,60.02,20.6,21.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2610.0,6.3,6.8,0.13,NONE,1.7,31.34,34.18,11.05,96.68,21.9,1.32,23.22,4.96,3.29,1.67,23.68,426.29,137.41,77.33,1.75,0.32,11.95,0.42,96.69,5.81,32.42,8.75,0.48,11.05,0.0,1.63,0.05,6.17,61.68,11.31,28.41,83.55,39.42,61.68,22.26,23.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2611.0,6.1,6.7,0.14,NONE,2.0,28.31,23.86,10.13,105.08,12.4,1.68,14.08,7.66,5.27,2.39,24.99,427.06,134.5,103.78,2.0,0.34,5.52,0.5,92.31,6.13,26.94,10.37,0.74,10.13,0.0,1.93,0.46,5.95,43.58,16.56,29.99,67.93,22.32,43.58,21.26,22.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2612.0,6.2,6.6,0.09,NONE,2.3,45.37,15.93,8.72,97.04,5.94,2.08,8.02,14.29,11.5,2.79,31.82,355.98,133.25,142.84,2.1,0.47,8.73,0.65,65.4,5.59,46.75,11.13,1.21,8.72,0.0,2.79,0.0,7.35,30.13,32.87,38.18,65.55,10.69,30.13,19.44,20.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2613.0,5.7,6.5,0.15,NONE,2.1,39.68,24.35,10.97,114.02,11.8,3.88,15.68,7.93,5.74,2.19,28.02,318.89,162.71,132.28,3.09,0.33,4.25,0.41,87.43,5.57,34.8,10.4,0.82,10.97,0.0,2.19,0.0,7.35,47.96,18.24,33.62,75.08,21.24,47.96,26.72,27.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2614.0,6.3,6.7,0.08,NONE,3.1,36.07,28.15,12.47,138.7,14.1,2.11,16.21,13.64,9.85,3.79,34.98,585.74,144.79,111.89,2.75,0.35,2.05,0.49,126.82,6.73,26.01,11.12,0.8,12.47,0.0,2.96,0.83,7.63,51.63,29.46,41.98,88.23,25.38,51.63,26.25,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2615.0,6.8,,0.12,NONE,2.1,31.38,26.7,9.64,99.01,15.9,1.93,17.83,7.15,5.19,1.96,30.85,479.74,136.64,80.85,2.39,0.36,11.9,0.45,137.51,5.8,31.69,10.28,0.56,9.64,0.0,1.87,0.1,6.08,49.44,16.23,37.02,77.39,28.62,49.44,20.82,21.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2616.0,7.6,,0.13,NONE,2.8,25.96,18.8,14.32,133.95,3.65,0.98,4.63,77.55,70.5,7.05,60.09,775.28,99.17,106.29,3.4,12.9,10.67,0.58,177.09,5.4,19.38,9.35,3.2,11.1,3.22,4.1,2.95,6.71,28.32,171.58,72.11,144.43,6.57,28.32,21.75,22.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2617.0,7.2,,0.15,NONE,2.1,36.93,17.83,7.21,92.59,9.55,1.07,10.62,9.84,8.4,1.44,31.95,745.12,121.81,54.41,1.95,0.56,8.57,0.33,201.92,5.29,39.89,12.85,0.68,7.21,0.0,1.44,0.0,6.27,32.09,22.63,38.35,62.95,17.19,32.09,14.9,15.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2618.0,7.5,,0.13,NONE,2.0,37.57,24.83,10.24,108.92,13.6,1.51,15.11,7.38,5.28,2.1,36.77,410.64,133.82,88.41,2.26,0.39,17.26,0.39,114.58,5.01,34.5,10.64,0.7,10.24,0.0,2.1,0.0,6.96,45.63,16.98,44.12,77.32,24.48,45.63,21.15,21.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2619.0,7.4,,0.15,NONE,3.3,46.85,25.95,17.23,158.91,7.56,1.02,8.58,127.6,116.0,11.6,89.93,883.02,94.08,91.97,3.99,15.9,5.85,0.68,176.26,4.48,29.48,9.22,1.98,17.23,0.0,10.26,1.34,9.59,46.45,290.4,107.92,235.85,13.61,46.45,32.84,34.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2620.0,7.4,,0.18,NONE,2.3,31.16,20.63,14.03,138.63,5.57,1.11,6.68,29.46,26.4,3.06,43.05,669.03,120.58,87.15,2.59,1.81,9.89,0.41,151.28,8.44,22.47,9.88,2.13,12.61,1.42,2.06,1.0,7.29,34.72,65.46,51.66,92.05,10.03,34.72,24.7,25.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2621.0,5.7,6.4,0.14,NONE,1.9,21.19,26.48,7.94,98.09,16.9,1.39,18.29,7.38,5.02,2.36,31.74,297.31,132.76,108.0,2.11,0.47,10.75,0.46,69.49,7.58,21.6,12.36,0.43,6.86,1.08,1.53,0.83,4.87,45.27,15.07,38.09,73.05,30.42,45.27,14.85,15.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2622.0,7.0,,0.13,NONE,2.2,37.37,30.34,11.93,120.41,17.2,1.63,18.83,9.15,6.84,2.31,48.1,403.18,153.3,106.87,2.44,0.38,4.95,0.42,110.27,5.45,31.03,10.1,0.65,11.93,0.0,2.15,0.16,7.34,55.36,20.67,57.72,95.94,30.96,55.36,24.4,25.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2623.0,5.6,6.5,0.14,NONE,2.2,28.36,31.51,9.36,92.65,20.4,1.75,22.15,7.09,4.85,2.24,40.91,299.51,138.15,87.07,2.21,0.3,16.84,0.35,67.05,5.2,30.61,9.9,0.42,9.36,0.0,2.06,0.18,5.63,56.71,15.89,49.09,90.83,36.72,56.71,19.99,20.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2624.0,7.3,,0.16,NONE,2.0,24.18,29.3,10.96,104.83,16.6,2.53,19.13,9.9,7.96,1.94,33.59,532.24,138.38,72.52,2.2,0.36,7.33,0.34,146.5,5.75,23.07,9.57,0.6,10.11,0.85,1.34,0.6,5.61,52.63,21.39,40.31,84.74,29.88,52.63,22.75,23.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2625.0,7.8,,0.2,NONE,2.3,20.88,23.25,9.77,115.42,11.0,0.79,11.78,11.14,8.79,2.35,31.42,1226.74,109.01,36.62,2.73,0.21,2.16,0.28,226.66,6.76,18.09,11.81,0.73,7.07,2.7,1.28,1.08,5.37,33.95,23.16,37.7,64.81,19.8,33.95,14.15,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2626.0,5.9,6.6,0.11,NONE,2.2,66.09,25.88,10.38,114.98,13.9,1.52,15.42,7.81,5.24,2.57,48.99,348.08,147.31,105.2,2.09,0.36,3.96,0.43,88.6,4.86,57.48,11.08,0.67,10.38,0.0,2.57,0.0,9.95,46.44,17.96,58.79,85.95,25.02,46.44,21.42,22.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2627.0,6.7,,0.15,NONE,2.3,31.0,27.09,10.96,109.8,14.8,1.2,16.0,12.53,9.29,3.24,36.19,515.54,142.06,99.19,2.39,0.36,6.13,0.39,112.51,6.47,28.23,10.02,0.68,10.96,0.0,2.75,0.5,6.39,48.53,27.69,43.43,84.93,26.64,48.53,21.89,22.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2628.0,7.1,,0.17,NONE,3.4,32.17,23.08,16.52,185.47,5.44,2.66,8.1,27.44,23.2,4.24,61.68,671.71,159.28,83.24,2.97,0.66,1.75,0.49,135.15,5.58,17.35,11.23,2.52,11.46,5.06,2.21,2.03,8.58,35.21,58.43,74.02,100.51,9.79,35.21,25.42,26.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2629.0,6.4,6.6,0.14,NONE,3.4,27.93,26.56,14.42,173.57,9.95,3.37,13.32,13.56,9.31,4.25,60.66,569.28,170.68,83.44,3.84,0.47,2.1,0.44,113.06,5.91,16.09,12.03,1.19,9.29,5.14,2.05,2.2,7.71,40.69,26.13,72.79,90.73,17.91,40.69,22.78,23.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2630.0,7.3,,0.16,NONE,2.4,34.11,17.8,12.71,128.41,4.46,0.41,4.87,18.19,15.3,2.89,35.5,507.43,124.94,87.31,2.76,0.54,4.33,0.29,147.2,6.25,26.57,10.1,2.5,12.71,0.0,2.31,0.59,7.25,31.65,40.49,42.6,72.84,8.03,31.65,23.62,24.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2631.0,7.7,,0.12,NONE,2.0,19.36,15.39,11.3,126.82,2.82,0.37,3.19,31.68,28.8,2.88,36.31,723.75,115.9,64.94,3.38,0.72,8.19,0.36,248.24,12.74,15.26,11.22,2.76,6.9,4.4,1.32,1.56,5.6,18.15,69.27,43.58,72.53,5.08,18.15,13.08,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2632.0,7.5,,0.12,NONE,2.2,24.41,13.78,10.11,117.99,2.76,0.66,3.42,18.32,15.9,2.42,45.7,522.9,142.99,93.69,2.72,0.5,5.99,0.33,146.03,9.71,20.69,11.68,2.75,8.36,1.74,1.5,0.92,5.81,21.21,40.02,54.84,67.88,4.97,21.21,16.24,16.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2633.0,7.9,,0.15,NONE,2.0,19.11,12.95,9.35,117.99,2.42,0.38,2.8,45.21,41.1,4.11,44.98,594.66,123.64,95.12,3.54,0.81,7.68,0.34,177.18,12.02,16.2,12.62,2.6,6.06,3.29,2.0,2.11,5.21,15.95,99.12,53.97,89.17,4.36,15.95,11.59,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2634.0,7.3,,0.17,NONE,2.8,38.76,16.19,11.76,150.22,2.8,0.2,3.0,27.36,23.2,4.16,66.08,533.51,160.82,103.12,2.72,0.56,3.62,0.41,124.57,8.79,25.8,12.77,2.66,11.76,0.0,3.22,0.94,8.06,26.58,60.76,79.29,95.23,5.04,26.58,21.54,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2635.0,7.8,,0.18,NONE,2.9,24.26,17.66,13.93,159.55,2.63,0.45,3.08,30.58,26.9,3.68,35.6,617.33,123.67,69.46,2.46,0.6,3.69,0.43,243.58,8.25,15.21,11.45,3.73,8.47,5.46,1.68,2.0,7.01,20.8,65.73,42.72,73.23,4.73,20.8,16.07,16.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2636.0,6.3,6.7,0.15,NONE,2.1,35.56,22.16,11.1,124.68,9.57,0.76,10.33,9.39,7.0,2.39,56.0,407.56,159.96,88.84,2.52,0.44,8.47,0.4,92.97,7.59,28.52,11.23,1.0,11.1,0.0,2.05,0.35,7.16,38.58,20.81,67.2,83.3,17.23,38.58,21.36,22.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2637.0,7.5,,0.13,NONE,1.9,23.48,17.89,11.35,109.21,5.7,0.79,6.49,6.47,4.07,2.4,27.25,446.91,113.32,78.53,2.12,0.4,16.74,0.31,126.22,9.15,21.5,9.63,1.73,9.76,1.59,1.55,0.85,5.67,29.25,12.93,32.7,52.72,10.26,29.25,18.99,19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2638.0,7.0,,0.12,NONE,2.1,28.39,26.78,13.11,126.26,11.9,0.67,12.57,5.17,2.79,2.38,34.68,520.87,142.83,53.73,3.33,0.36,12.73,0.24,121.54,9.24,22.48,9.63,0.96,11.79,1.32,1.61,0.78,6.68,43.85,10.11,41.61,71.06,21.42,43.85,22.43,23.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2639.0,6.9,,0.15,NONE,2.3,18.05,21.2,12.86,124.26,7.28,0.87,8.15,6.47,3.84,2.63,32.5,493.65,140.89,58.67,2.19,0.44,6.26,0.27,103.03,8.44,14.52,9.66,1.54,7.47,5.39,1.15,1.49,5.58,28.11,11.47,39.0,54.01,13.1,28.11,15.01,15.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45697,4/13/2022,4/15/2022,2640.0,7.4,,0.19,NONE,2.5,42.36,17.56,10.98,111.09,5.93,0.3,6.23,92.07,83.7,8.37,56.52,1084.31,94.56,39.09,3.32,0.97,4.86,0.29,126.1,8.73,38.13,10.12,1.67,10.98,0.0,8.37,0.0,7.56,30.97,211.76,67.82,163.53,10.67,30.97,20.29,21.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
